id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,highest_val
116,BxM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,10,10
117,BxM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,0,8
118,BxM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,BxM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,M100,25,16,0,0,0,11,20,25,26,36,35,31,45,51,94,82,60,45,44,41,41,45,36,33,94
123,M101,22,15,4,0,2,10,16,19,24,24,31,20,35,37,47,45,41,42,31,31,39,23,15,12,47
124,M102,15,7,0,0,0,4,13,14,10,13,22,33,21,24,37,37,29,30,26,17,18,13,10,15,37
125,M103,9,0,0,0,0,3,9,9,7,16,13,16,17,26,21,25,19,29,24,16,7,10,7,10,29
126,M104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,M106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,M116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,M12,0,0,0,0,0,0,1,5,0,4,8,4,7,6,3,7,8,5,5,2,3,5,4,0,8
131,M14A-SBS,12,9,10,9,6,9,23,22,21,35,34,30,36,40,56,39,38,42,40,30,27,20,43,42,56
132,M14D-SBS,22,16,8,7,6,20,27,53,39,44,38,46,49,56,58,60,63,79,88,69,60,64,36,27,88
133,M15,21,22,22,27,26,21,37,22,26,15,24,24,19,19,19,20,22,21,12,20,9,10,12,19,37
134,M15-SBS,3,0,0,0,0,0,20,35,39,35,54,49,59,51,68,63,52,83,54,63,53,43,41,50,83
135,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,M20,6,1,0,0,0,0,0,4,8,5,13,14,7,17,15,14,14,21,14,11,10,4,4,4,21
137,M21,0,0,0,0,0,0,0,5,6,9,6,6,8,11,11,8,8,3,5,4,4,3,0,0,11
138,M22,0,0,0,0,0,0,0,4,4,6,7,11,9,10,8,9,17,8,14,4,1,3,1,0,17
139,M23-SBS,13,5,2,1,1,3,12,15,18,24,25,28,31,36,32,33,30,38,18,24,20,24,10,12,38
140,M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,M31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,M34-SBS,4,1,0,0,0,0,26,29,24,14,20,19,16,20,36,63,43,41,35,39,33,33,32,31,63
143,M34A-SBS,16,0,0,0,1,3,29,42,37,18,23,19,20,31,31,40,39,27,23,19,27,22,19,35,42
144,M35,17,0,0,0,0,32,34,34,59,68,31,48,48,40,38,47,62,62,64,57,75,61,49,44,75
145,M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,M42,10,9,7,7,9,3,9,16,16,4,9,6,12,20,17,20,14,20,24,14,15,13,12,12,24
147,M5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,M50,4,1,0,0,0,0,0,7,9,5,6,8,11,12,9,6,12,7,9,4,8,5,5,7,12
149,M55,0,0,0,0,0,0,0,3,4,5,4,9,6,9,15,19,11,14,9,10,8,6,8,6,19
150,M57,7,2,0,0,0,0,11,11,11,7,11,15,18,17,24,19,14,17,14,17,9,9,9,9,24
151,M60-SBS,13,11,10,0,0,0,0,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
152,M66,11,2,0,0,0,5,15,20,12,19,19,16,16,19,19,22,23,22,19,14,20,9,7,13,23
153,M7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,M72,7,0,0,0,0,0,6,9,7,13,16,14,18,17,19,21,34,33,28,28,19,16,17,8,34
155,M79-SBS,5,4,1,2,3,7,12,16,20,19,21,21,19,24,29,34,25,46,34,24,24,21,19,16,46
156,M8,0,1,0,0,0,0,0,0,3,5,7,6,7,7,9,5,9,7,4,2,2,1,1,1,9
157,M86-SBS,10,4,3,2,4,12,19,19,26,27,30,34,40,39,50,35,32,50,33,33,17,28,20,14,50
158,M9,0,0,0,0,0,0,0,3,13,24,17,15,25,21,20,15,20,24,14,9,12,0,4,0,25
159,M96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,M98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,M99,0,33,33,22,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
162,Q1,5,11,2,4,6,10,13,17,18,18,24,14,18,14,17,21,21,16,13,23,27,15,11,8,27
163,Q10,18,15,14,10,25,27,33,34,37,49,34,30,34,41,33,39,35,43,36,29,33,47,33,28,49
164,Q100,8,7,4,4,4,9,10,15,14,10,14,12,11,12,10,21,14,12,9,19,9,14,10,8,21
165,Q101,5,3,1,7,1,6,7,10,5,0,21,12,9,12,17,11,20,19,24,20,11,10,10,9,24
166,Q102,10,5,1,3,5,2,8,13,17,6,8,13,11,10,5,11,19,15,16,15,16,17,19,22,22
167,Q103,0,0,0,0,0,0,0,0,0,0,0,9,6,8,11,25,10,8,12,6,0,0,0,0,25
168,Q104,0,0,0,0,0,0,14,7,11,13,17,14,25,31,22,43,37,33,0,13,11,3,0,0,43
169,Q11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Q110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Q111,35,0,0,0,0,0,23,25,36,0,17,20,20,41,26,30,31,24,17,30,21,6,0,0,41
172,Q112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Q113,0,0,0,0,0,0,0,0,0,11,3,0,0,0,18,0,0,0,0,0,0,13,0,0,18
174,Q114,0,0,0,0,0,0,0,0,0,0,28,9,24,14,25,4,11,52,47,30,25,0,0,0,52
175,Q12,9,0,0,0,0,0,0,6,23,16,13,11,15,32,23,44,30,21,12,11,15,27,0,0,44
176,Q13,13,10,8,5,0,12,19,26,20,29,25,23,24,20,25,25,32,26,27,20,18,22,15,27,32
177,Q15,3,2,0,0,0,4,17,15,23,21,19,19,22,32,23,22,22,27,24,25,17,14,10,6,32
178,Q15A,5,0,0,0,0,5,14,19,27,28,21,23,23,21,19,27,19,21,23,17,12,13,11,7,28
179,Q16,5,6,0,0,1,7,13,13,21,15,15,16,17,16,17,15,19,22,21,16,9,12,9,10,22
180,Q17,18,13,6,14,14,17,31,30,33,28,30,27,26,31,31,30,31,33,40,38,40,30,25,24,40
181,Q18,11,12,3,0,4,19,22,26,26,31,35,26,18,26,21,30,33,30,39,23,31,17,13,16,39
182,Q19,0,0,0,0,0,0,0,0,0,12,11,14,15,0,24,45,40,33,29,19,15,9,0,0,45
183,Q2,14,9,8,9,12,31,26,18,30,18,15,22,20,25,25,33,26,25,23,31,20,27,14,14,33
184,Q20A,10,8,4,6,9,9,19,23,24,26,26,27,29,30,29,35,26,28,32,29,30,28,17,16,35
185,Q20B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186,Q21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Q22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Q23,24,18,0,0,4,18,24,29,36,23,26,22,35,33,29,31,35,34,58,31,34,30,40,57,58
189,Q24,12,17,25,23,34,30,21,31,31,20,29,31,20,30,30,30,60,65,72,80,87,93,102,109,109
190,Q25,15,11,5,6,7,25,25,45,35,24,40,25,29,29,35,31,45,40,31,29,34,33,23,38,45
191,Q26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Q27,15,11,8,6,14,31,34,33,29,32,31,28,25,25,30,34,36,39,53,76,75,75,85,102,102
193,Q28,6,5,4,3,5,20,22,27,19,30,25,30,26,24,36,33,28,35,30,30,18,17,23,12,36
194,Q29,2,1,0,0,2,8,20,14,15,17,18,27,8,32,29,38,39,34,27,17,12,13,12,5,39
195,Q3,15,12,12,12,14,22,25,24,32,24,18,22,27,30,31,35,31,29,30,76,101,107,104,29,107
196,Q30,8,4,0,0,0,10,18,19,23,18,18,15,12,22,21,25,21,22,16,13,16,21,19,14,25
197,Q31,0,0,0,0,0,0,0,0,18,18,13,17,13,14,24,22,15,20,10,9,4,0,0,0,24
198,Q32,18,58,56,31,18,22,23,20,21,21,32,20,29,34,37,34,29,37,27,55,53,25,22,21,58
199,Q33,20,25,8,1,18,45,39,26,18,22,19,19,22,25,31,43,36,33,28,30,32,17,22,15,45
200,Q34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Q35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Q36,17,7,4,2,8,15,17,30,18,25,21,24,27,24,28,21,25,21,19,22,22,11,10,10,30
203,Q37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Q38,6,0,0,0,0,0,6,12,17,18,19,15,17,17,29,27,29,23,25,22,11,9,10,7,29
205,Q39,13,8,11,11,9,11,21,17,20,9,16,10,15,20,20,19,13,17,11,21,18,19,16,15,21
206,Q4,24,20,11,8,17,17,24,23,26,24,32,28,34,32,33,39,44,61,78,30,25,24,20,23,78
207,Q40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Q41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Q42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Q43,19,13,13,13,21,17,35,40,33,29,31,24,27,32,30,26,30,33,39,34,39,31,23,20,40
211,Q44-SBS,0,0,0,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
212,Q46,17,11,4,8,6,17,24,29,38,24,21,21,27,29,26,28,35,38,55,29,29,86,102,110,110
213,Q47,26,2,0,0,0,0,11,16,24,28,27,32,22,27,29,23,27,33,31,27,27,27,23,16,33
214,Q48,7,3,2,0,7,10,17,23,17,15,17,14,23,20,34,23,39,29,20,10,13,9,15,5,39
215,Q49,11,6,2,0,0,17,30,29,33,31,28,27,21,23,22,20,25,34,22,30,28,21,29,20,34
216,Q5,33,33,9,6,9,26,33,32,38,40,41,33,35,39,41,43,39,45,43,39,30,36,38,37,45
217,Q50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,25,20,14,0,0,25
218,Q52-SBS,18,7,0,0,0,0,20,53,25,34,52,44,42,73,63,56,72,69,49,38,49,24,34,19,73
219,Q53-SBS,37,36,24,10,21,53,59,91,73,60,75,71,87,80,94,65,82,90,79,88,57,48,44,40,94
220,Q54,13,18,9,13,19,20,33,40,40,32,34,32,30,38,38,43,42,41,44,34,29,28,32,34,44
221,Q55,16,7,7,7,5,14,16,29,25,32,30,34,37,30,44,46,33,55,80,89,90,107,109,17,109
222,Q56,8,23,16,15,23,34,23,16,36,27,39,31,25,31,32,40,27,30,30,19,19,13,66,76,76
223,Q58,28,21,17,15,22,30,47,55,50,43,55,66,43,48,44,44,40,51,55,56,53,43,39,31,66
224,Q59,9,13,10,7,11,16,25,38,26,29,24,34,24,24,35,32,44,47,29,25,27,18,23,20,47
225,Q6,33,0,0,0,0,0,0,0,0,0,0,0,16,22,21,19,22,6,0,0,0,0,26,22,33
226,Q60,23,31,28,23,26,14,18,13,13,17,16,16,1,39,25,42,12,10,13,13,18,15,13,12,42
227,Q64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Q65,16,14,10,5,10,40,44,54,57,32,32,33,33,29,35,36,49,41,42,28,33,40,36,33,57
229,Q66,15,23,13,13,23,25,35,51,35,42,39,34,44,47,46,48,51,46,59,53,36,18,17,14,59
230,Q67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,12,3,6,3,4,0,15
231,Q69,12,8,0,0,0,7,17,17,17,18,13,19,17,15,21,22,27,17,21,11,18,11,22,16,27
232,Q7,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,21,23
233,Q70-SBS,10,3,10,18,10,15,23,10,17,25,18,23,33,28,21,18,16,20,20,19,28,19,16,11,33
234,Q72,8,8,0,0,11,13,24,24,21,36,51,47,39,52,47,51,57,64,66,39,42,20,19,15,66
235,Q76,0,0,0,0,0,4,21,32,26,23,16,12,18,19,24,17,20,13,11,13,18,18,15,4,32
236,Q77,0,0,0,0,0,0,15,19,27,18,23,18,21,29,26,24,23,22,16,22,24,24,19,0,29
237,Q8,0,0,0,0,0,0,19,28,37,20,28,20,0,0,0,0,0,0,18,15,28,26,0,0,37
238,Q83,24,10,6,7,13,27,28,46,40,31,32,32,36,36,35,41,57,50,41,31,28,30,31,23,57
239,Q84,12,10,0,0,0,8,21,21,24,25,26,28,20,25,25,25,26,26,19,18,16,15,10,11,28
