id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total
307,Q11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Q18,212,173,29,0,54,384,706,759,1116,727,1103,899,800,510,558,1084,1489,1473,1129,1125,1250,454,330,300,16664
309,Bx23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,163,146,165,0,0,0,0,0,0,0,491
310,Q50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,402,307,318,290,0,0,1400
311,Q103,0,0,0,0,0,0,0,0,0,0,0,48,50,91,257,336,136,62,86,55,0,0,0,0,1121
312,Q72,197,109,0,0,130,199,563,631,648,852,1513,1167,1629,1889,2432,2827,2466,3865,3420,2747,1888,917,764,416,31269
313,Q9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,B100,9,0,0,0,0,2,173,719,941,697,546,529,363,759,705,729,792,732,362,446,298,76,50,0,8928
315,B103,1203,659,47,0,0,162,1885,4439,6319,4257,5390,4859,6662,5698,8261,7293,6756,5592,4194,2131,2410,1522,789,358,80886
316,Q52-SBS,753,52,0,0,0,0,424,2007,1919,2085,2617,3588,2731,3635,6713,7379,8417,7525,5450,2980,2132,1630,658,539,63234
317,Q114,0,0,0,0,0,0,0,0,0,0,244,33,132,76,211,22,28,903,463,477,267,0,0,0,2856
318,Q38,55,0,0,0,0,0,14,396,720,497,704,732,783,1041,1609,1107,1536,1191,1005,823,426,254,178,129,13200
319,Q53-SBS,1520,1435,1038,766,932,3134,3551,7744,6592,4012,5708,5553,8082,9818,9884,11626,11267,15114,10801,9327,6192,4832,2669,3070,144667
320,Q70-SBS,279,104,227,421,429,547,737,606,541,913,992,1600,1774,1885,1805,1161,1063,1158,1120,967,1679,736,570,375,21689
321,Q101,38,21,2,70,7,64,84,94,33,0,121,76,78,95,231,174,566,360,565,177,196,147,170,99,3468
322,SIM1C,3203,1259,254,180,472,1958,2896,2917,2520,2564,2628,2295,2439,2897,3524,4286,4034,4830,4854,3973,3010,2743,2588,2433,64757
323,SIM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,SIM32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,B39,0,0,0,0,0,0,0,53,93,94,168,102,160,107,159,201,62,159,96,44,49,2,0,0,1549
326,B32,0,0,0,0,0,0,0,205,130,103,84,81,251,204,154,197,284,146,384,238,141,79,0,0,2681
327,S55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,S86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,S90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,QM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,QM40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Bx99,1,3799,7591,6993,5898,2175,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26578
333,M99,0,1255,3328,3174,2528,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10768
334,B99,0,2313,4578,3824,3562,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15315
