id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,highest_val
245,QM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,QM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,QM15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,QM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,QM17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,QM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,QM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,QM20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,QM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,QM24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,QM25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,QM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,QM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,QM32,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
259,QM34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,QM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,QM36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,QM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,QM40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,QM42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,QM44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,QM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,QM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,QM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,QM8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,S40,33,38,32,28,45,53,61,34,24,21,42,45,43,31,41,36,42,45,70,56,56,47,27,24,70
271,S42,18,17,0,0,0,16,10,10,5,5,1,0,0,12,13,15,24,26,25,19,17,18,17,16,26
272,S44,17,2,0,0,20,33,26,33,28,25,27,23,30,31,37,43,57,56,38,35,32,32,28,32,57
273,S46,16,21,16,10,32,38,37,27,26,22,23,21,28,28,34,42,42,36,33,21,24,27,26,27,42
274,S48,24,14,10,8,27,35,30,35,33,34,40,70,72,89,43,37,39,36,32,27,33,25,25,19,89
275,S51,16,13,8,6,15,30,27,24,22,16,20,19,21,26,28,34,24,30,23,17,17,14,13,19,34
276,S52,14,4,0,0,16,16,14,20,14,17,20,17,25,24,21,28,30,20,18,20,18,27,15,17,30
277,S53,29,21,11,12,27,51,41,36,40,35,28,28,29,37,46,52,51,50,42,38,36,25,26,30,52
278,S54,0,0,0,0,0,1,13,11,17,11,12,9,11,14,16,17,15,17,11,8,8,6,5,0,17
279,S55,0,0,0,0,0,0,5,6,8,8,7,6,7,6,8,8,8,6,4,3,0,0,0,0,8
280,S56,0,0,0,0,0,0,7,7,9,11,7,7,7,7,17,12,11,11,14,4,0,0,0,0,17
281,S57,3,0,0,0,0,0,21,17,25,19,8,12,13,17,21,27,23,21,16,12,12,8,8,5,27
282,S59,9,5,0,0,6,18,25,33,34,28,21,31,19,31,33,31,37,35,31,23,21,19,16,8,37
283,S61,6,0,0,0,4,21,26,24,19,29,46,21,20,25,29,27,25,22,21,27,24,19,19,10,46
284,S62,11,28,8,12,22,23,30,28,21,15,16,13,14,26,22,32,33,25,22,21,18,16,20,13,33
285,S66,7,3,0,0,0,4,10,12,10,8,14,6,12,8,12,15,14,17,16,12,11,8,9,13,17
286,S74,33,33,19,7,24,39,39,32,24,20,28,24,22,31,32,36,37,31,27,26,22,33,20,18,39
287,S76,10,0,0,0,4,22,21,22,26,26,34,23,21,29,40,42,34,31,34,33,36,18,17,18,42
288,S78,21,20,11,7,16,27,28,26,22,28,20,23,24,34,28,33,30,27,29,26,24,24,21,15,34
289,S79-SBS,14,2,0,0,27,33,41,43,41,35,35,41,44,42,46,44,50,47,45,48,31,35,39,30,50
290,S81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,25,1,0,11,0,0,25
291,S84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,19,13,4,10,17,5,0,19
292,S86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,16,0,0,0,0,0,27
293,S89,0,0,0,0,0,4,12,15,12,15,5,0,0,0,0,6,9,13,12,8,5,0,0,0,15
294,S90,0,0,0,0,14,40,59,35,25,0,0,0,0,0,0,28,42,53,38,26,18,29,23,23,59
295,S91,0,0,0,0,0,0,19,21,18,10,0,0,0,0,0,0,23,23,18,19,6,0,0,0,23
296,S92,0,0,0,0,0,2,16,15,15,8,0,0,0,0,0,0,20,20,17,13,0,0,0,0,20
297,S93,0,0,0,0,0,5,23,23,24,29,19,16,25,25,20,30,34,30,29,15,18,16,14,0,34
298,S94,0,0,0,0,0,0,16,18,13,0,0,0,0,0,0,10,30,56,20,9,7,13,9,0,56
299,S96,0,0,0,0,0,12,18,22,15,0,0,0,0,0,0,17,26,36,26,18,22,14,12,21,36
300,S98,0,0,0,0,0,0,13,34,25,0,0,0,0,0,0,1,29,32,27,18,16,19,10,0,34
301,SIM1,0,0,0,0,0,26,31,28,22,22,0,0,0,0,6,46,37,32,26,22,6,0,0,0,46
302,SIM10,0,0,0,0,19,29,30,19,28,16,0,0,0,0,31,28,34,34,25,19,3,0,0,0,34
303,SIM11,0,0,0,0,8,27,26,24,26,14,11,0,0,0,0,19,23,16,17,10,1,0,0,0,27
304,SIM15,0,0,0,0,1,21,22,24,15,15,6,0,0,0,0,16,17,22,11,7,4,0,0,0,24
305,SIM1C,39,17,7,11,25,30,16,30,32,32,21,35,35,42,42,41,23,26,26,28,29,27,27,34,42
306,SIM2,0,0,0,0,11,22,30,21,13,10,0,0,0,0,26,28,21,21,19,9,5,2,0,0,30
307,SIM22,0,0,0,0,0,25,27,21,17,17,9,0,0,0,0,29,25,22,15,11,6,0,0,0,29
308,SIM25,0,0,0,0,17,25,23,25,19,11,1,0,0,0,0,24,19,19,17,15,10,2,0,0,25
309,SIM26,0,0,0,0,28,30,30,20,18,18,0,0,0,0,28,28,25,22,19,9,6,5,0,0,30
310,SIM3,0,0,0,0,0,27,29,17,17,11,9,0,0,2,4,27,22,19,18,12,0,0,0,0,29
311,SIM30,0,0,0,0,0,30,28,27,16,13,0,0,0,0,0,3,26,24,14,9,3,0,0,0,30
312,SIM31,0,0,0,0,0,17,28,26,16,13,0,0,0,0,0,17,26,15,17,23,8,0,0,0,28
313,SIM32,0,0,0,0,0,0,11,16,15,11,0,0,0,0,0,7,17,15,12,6,0,0,0,0,17
314,SIM33,0,0,0,0,0,21,25,25,13,8,0,0,0,0,10,14,11,15,13,10,2,0,0,0,25
315,SIM33C,25,9,4,0,0,0,5,31,26,26,24,18,29,25,38,31,18,20,13,18,20,19,18,25,38
316,SIM34,0,0,0,0,10,26,31,25,22,13,1,0,0,0,3,26,32,29,18,19,0,0,0,0,32
317,SIM35,0,0,0,0,0,15,15,12,15,8,0,0,0,0,0,9,15,17,13,5,0,0,0,0,17
318,SIM3C,13,7,1,0,0,0,0,0,0,8,15,11,15,28,34,26,12,18,11,26,23,14,9,27,34
319,SIM4,0,0,0,0,0,18,23,22,21,18,12,0,0,0,0,4,24,22,19,16,5,0,0,0,24
320,SIM4C,20,12,1,0,20,25,2,0,6,23,18,20,26,36,30,30,16,19,13,17,21,17,14,24,36
321,SIM4X,0,0,0,0,0,0,13,8,5,0,0,0,0,0,0,0,14,11,9,1,0,0,0,0,14
322,SIM5,0,0,0,0,1,12,16,13,17,13,1,0,0,0,0,19,17,15,11,7,0,0,0,0,19
323,SIM6,0,0,0,0,9,25,28,26,23,16,7,0,0,0,22,23,28,26,14,17,13,3,0,0,28
324,SIM7,0,0,0,0,0,19,19,17,17,5,0,0,0,0,22,22,20,11,15,13,5,0,0,0,22
325,SIM8,0,0,0,0,25,31,31,24,23,17,10,0,0,18,35,32,27,26,23,17,14,8,4,0,35
326,SIM8X,0,0,0,0,0,0,13,11,11,3,0,0,0,0,0,0,14,14,7,5,2,0,0,0,14
327,SIM9,0,0,0,0,0,11,14,11,11,8,0,0,0,0,8,12,11,8,6,6,3,0,0,0,14
328,X27,10,2,0,0,0,16,21,17,15,17,23,15,10,20,28,30,31,26,13,9,9,10,11,16,31
329,X28,4,1,0,0,0,28,27,21,21,16,16,9,10,21,15,25,27,21,17,16,14,12,9,8,28
330,X37,0,0,0,0,0,0,16,20,25,14,0,0,0,0,0,8,24,23,21,20,7,0,0,0,25
331,X38,0,0,0,0,0,0,15,25,19,18,0,0,0,0,0,16,21,25,18,19,0,0,0,0,25
332,X63,0,0,0,0,0,21,25,18,13,12,0,0,0,0,0,11,21,20,15,14,6,0,0,0,25
333,X64,0,0,0,0,0,11,19,13,10,5,0,0,0,0,0,0,20,20,15,12,2,0,0,0,20
334,X68,0,0,0,0,0,0,20,20,17,11,4,0,0,0,0,0,24,23,18,17,10,1,0,0,24
