id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total_count
302,Q29,25,2,0,0,46,236,324,301,205,208,183,252,254,222,256,384,403,340,297,188,141,75,68,57,4467
303,Q49,30,6,3,0,25,148,198,252,237,186,211,225,190,244,247,314,366,318,319,260,262,156,96,41,4334
304,Q67,0,0,0,14,126,142,285,205,180,153,90,124,99,78,114,164,172,174,212,94,73,88,86,33,2706
305,Q100,16,6,11,35,17,101,107,203,183,163,312,321,283,223,304,360,387,364,291,247,158,191,151,92,4526
306,Q104,0,0,0,0,0,0,131,173,116,121,148,144,160,181,162,138,114,73,28,88,94,46,38,30,1985
307,Q11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Q18,78,46,14,0,52,293,344,396,343,262,271,329,365,285,202,336,438,420,409,316,271,223,180,119,5992
309,Bx23,0,0,0,0,0,13,37,69,33,12,15,2,11,21,41,55,48,32,25,16,13,16,4,5,468
310,Q50,11,10,2,0,5,6,30,35,52,28,16,8,23,48,69,61,55,56,51,74,44,40,14,1,739
311,Q103,0,0,0,0,0,18,41,65,59,9,3,31,49,79,134,155,121,96,106,96,64,41,0,0,1167
312,Q72,158,49,0,0,103,184,317,291,283,275,204,238,299,322,305,405,329,384,456,437,328,234,252,165,6018
313,Q9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,22,16,10,11,1,0,92
314,B100,21,10,0,0,0,43,260,542,450,297,243,237,342,497,357,547,526,481,590,341,241,119,76,39,6259
315,B103,306,171,40,0,1,351,749,1259,1138,1068,909,1074,1351,1251,1642,1737,1539,1444,1441,1047,846,602,482,391,20839
316,Q52-SBS,211,26,0,0,0,78,290,532,555,677,568,564,599,668,1018,1298,1161,1121,1106,989,723,535,379,342,13440
317,Q114,0,25,23,27,29,36,2,0,18,26,36,43,55,67,44,26,46,91,86,73,64,26,12,0,855
318,Q38,117,0,0,0,0,46,266,350,357,331,299,285,363,391,471,612,778,724,770,669,458,290,272,224,8073
319,Q53-SBS,455,401,516,453,566,695,849,1220,1013,1107,1036,1064,1178,1169,1380,1737,1801,1824,1934,1680,1332,1101,843,570,25924
320,Q70-SBS,211,181,187,206,210,360,433,468,392,453,505,524,599,769,797,862,708,612,691,721,693,575,444,269,11870
321,Q101,19,15,2,18,7,40,63,70,36,32,47,104,119,125,233,405,411,330,331,171,174,186,143,115,3196
322,SIM1C,877,504,203,250,525,562,418,541,603,1263,1220,1223,1386,1656,1913,1640,1085,854,874,1093,1460,1315,1222,877,23564
323,SIM35,0,0,0,0,0,56,245,310,224,147,0,0,0,0,0,81,185,255,193,49,0,0,0,0,1745
324,SIM32,0,0,0,0,0,0,127,264,188,59,0,0,0,0,0,6,241,240,237,84,0,0,0,0,1446
325,B39,0,0,0,0,0,0,0,50,73,87,99,93,80,70,104,71,48,56,51,64,90,24,0,0,1060
326,B32,0,0,0,0,0,0,0,163,141,146,182,228,258,237,238,265,279,209,278,239,206,95,0,0,3164
327,S55,0,0,0,0,0,0,66,163,99,122,163,96,165,164,285,238,194,173,118,93,0,0,0,0,2139
328,S86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,108,58,0,0,0,0,0,263
329,S90,0,0,0,0,49,40,331,127,85,0,0,0,0,0,0,47,180,147,175,104,42,16,30,53,1426
330,QM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,QM40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Bx99,1,627,1309,1298,1307,819,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465
333,M99,0,427,1178,1122,1155,482,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375
334,B99,0,541,1211,1176,1104,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463
