,Time,Borough,Passenger Count
1052,12:29,Bronx,1500
1053,12:29,Queens,1567
1054,12:29,Manhattan,364
1055,12:29,Staten Island,411
1056,12:29,Other,153
1057,12:34,Total,7561
1058,12:34,Brooklyn,3434
1059,12:34,Bronx,1550
1060,12:34,Queens,1602
1061,12:34,Manhattan,380
1062,12:34,Staten Island,449
1063,12:34,Other,146
1064,12:39,Total,7436
1065,12:39,Brooklyn,3410
1066,12:39,Bronx,1561
1067,12:39,Queens,1485
1068,12:39,Manhattan,375
1069,12:39,Staten Island,453
1070,12:39,Other,152
1071,12:45,Total,7619
1072,12:45,Brooklyn,3458
1073,12:45,Bronx,1715
1074,12:45,Queens,1517
1075,12:45,Manhattan,348
1076,12:45,Staten Island,427
1077,12:45,Other,154
1078,12:50,Total,7793
1079,12:50,Brooklyn,3574
1080,12:50,Bronx,1716
1081,12:50,Queens,1663
1082,12:50,Manhattan,326
1083,12:50,Staten Island,382
1084,12:50,Other,132
1085,12:55,Total,7864
1086,12:55,Brooklyn,3580
1087,12:55,Bronx,1736
1088,12:55,Queens,1702
1089,12:55,Manhattan,323
1090,12:55,Staten Island,365
1091,12:55,Other,158
1092,12:59,Total,7754
1093,12:59,Brooklyn,3491
1094,12:59,Bronx,1743
1095,12:59,Queens,1725
1096,12:59,Manhattan,297
1097,12:59,Staten Island,361
1098,12:59,Other,137
1099,13:5,Total,7871
1100,13:5,Brooklyn,3614
1101,13:5,Bronx,1742
1102,13:5,Queens,1646
1103,13:5,Manhattan,303
1104,13:5,Staten Island,404
1105,13:5,Other,162
1106,13:10,Total,7880
1107,13:10,Brooklyn,3604
1108,13:10,Bronx,1703
1109,13:10,Queens,1722
1110,13:10,Manhattan,306
1111,13:10,Staten Island,385
1112,13:10,Other,160
1113,13:14,Total,8162
1114,13:14,Brooklyn,3747
1115,13:14,Bronx,1710
1116,13:14,Queens,1751
1117,13:14,Manhattan,382
1118,13:14,Staten Island,406
1119,13:14,Other,166
1120,13:20,Total,8547
1121,13:20,Brooklyn,3917
1122,13:20,Bronx,1834
1123,13:20,Queens,1862
1124,13:20,Manhattan,370
1125,13:20,Staten Island,410
1126,13:20,Other,154
1127,13:25,Total,8775
1128,13:25,Brooklyn,4079
1129,13:25,Bronx,1907
1130,13:25,Queens,1798
1131,13:25,Manhattan,384
1132,13:25,Staten Island,420
1133,13:25,Other,187
1134,13:29,Total,8743
1135,13:29,Brooklyn,4118
1136,13:29,Bronx,1937
1137,13:29,Queens,1742
1138,13:29,Manhattan,359
1139,13:29,Staten Island,385
1140,13:29,Other,202
1141,13:35,Total,8785
1142,13:35,Brooklyn,4076
1143,13:35,Bronx,1884
1144,13:35,Queens,1839
1145,13:35,Manhattan,368
1146,13:35,Staten Island,427
1147,13:35,Other,191
1148,13:40,Total,8801
1149,13:40,Brooklyn,4113
1150,13:40,Bronx,1821
1151,13:40,Queens,1933
1152,13:40,Manhattan,308
1153,13:40,Staten Island,441
1154,13:40,Other,185
1155,13:45,Total,8869
1156,13:45,Brooklyn,4051
1157,13:45,Bronx,1919
1158,13:45,Queens,1917
1159,13:45,Manhattan,364
1160,13:45,Staten Island,453
1161,13:45,Other,165
1162,13:50,Total,8702
1163,13:50,Brooklyn,4005
1164,13:50,Bronx,1898
1165,13:50,Queens,1826
1166,13:50,Manhattan,366
1167,13:50,Staten Island,421
1168,13:50,Other,186
1169,13:54,Total,8709
1170,13:54,Brooklyn,4047
1171,13:54,Bronx,1861
1172,13:54,Queens,1833
1173,13:54,Manhattan,363
1174,13:54,Staten Island,406
1175,13:54,Other,199
1176,13:59,Total,8666
1177,13:59,Brooklyn,4085
1178,13:59,Bronx,1833
1179,13:59,Queens,1756
1180,13:59,Manhattan,325
1181,13:59,Staten Island,445
1182,13:59,Other,222
1183,14:4,Total,8951
1184,14:4,Brooklyn,4274
1185,14:4,Bronx,1934
1186,14:4,Queens,1774
1187,14:4,Manhattan,316
1188,14:4,Staten Island,446
1189,14:4,Other,207
1190,14:9,Total,9147
1191,14:9,Brooklyn,4251
1192,14:9,Bronx,2099
1193,14:9,Queens,1747
1194,14:9,Manhattan,358
1195,14:9,Staten Island,465
1196,14:9,Other,227
1197,14:15,Total,9448
1198,14:15,Brooklyn,4259
1199,14:15,Bronx,2272
1200,14:15,Queens,1756
1201,14:15,Manhattan,369
1202,14:15,Staten Island,533
1203,14:15,Other,259
1204,14:20,Total,9572
1205,14:20,Brooklyn,4302
1206,14:20,Bronx,2356
1207,14:20,Queens,1753
1208,14:20,Manhattan,368
1209,14:20,Staten Island,560
1210,14:20,Other,233
1211,14:25,Total,9724
1212,14:25,Brooklyn,4445
1213,14:25,Bronx,2396
1214,14:25,Queens,1642
1215,14:25,Manhattan,408
1216,14:25,Staten Island,570
1217,14:25,Other,263
1218,14:29,Total,10059
1219,14:29,Brooklyn,4616
1220,14:29,Bronx,2279
1221,14:29,Queens,1752
1222,14:29,Manhattan,485
1223,14:29,Staten Island,635
1224,14:29,Other,292
1225,14:35,Total,10441
1226,14:35,Brooklyn,4699
1227,14:35,Bronx,2311
1228,14:35,Queens,1934
1229,14:35,Manhattan,519
1230,14:35,Staten Island,669
1231,14:35,Other,309
1232,14:39,Total,10580
1233,14:39,Brooklyn,4905
1234,14:39,Bronx,2361
1235,14:39,Queens,1939
1236,14:39,Manhattan,420
1237,14:39,Staten Island,634
1238,14:39,Other,321
1239,14:45,Total,10389
1240,14:45,Brooklyn,4896
1241,14:45,Bronx,2167
1242,14:45,Queens,1941
1243,14:45,Manhattan,431
1244,14:45,Staten Island,625
1245,14:45,Other,329
1246,14:50,Total,10042
1247,14:50,Brooklyn,4662
1248,14:50,Bronx,2075
1249,14:50,Queens,1912
1250,14:50,Manhattan,459
1251,14:50,Staten Island,619
1252,14:50,Other,315
1253,14:54,Total,10051
1254,14:54,Brooklyn,4597
1255,14:54,Bronx,2023
1256,14:54,Queens,2003
1257,14:54,Manhattan,447
1258,14:54,Staten Island,651
1259,14:54,Other,330
1260,15:0,Total,9994
1261,15:0,Brooklyn,4721
1262,15:0,Bronx,2054
1263,15:0,Queens,1877
1264,15:0,Manhattan,406
1265,15:0,Staten Island,587
1266,15:0,Other,349
1267,15:5,Total,10184
1268,15:5,Brooklyn,4638
1269,15:5,Bronx,2112
1270,15:5,Queens,1945
1271,15:5,Manhattan,385
1272,15:5,Staten Island,673
1273,15:5,Other,431
1274,15:10,Total,10783
1275,15:10,Brooklyn,4833
1276,15:10,Bronx,2118
1277,15:10,Queens,2186
1278,15:10,Manhattan,442
1279,15:10,Staten Island,675
1280,15:10,Other,529
1281,15:15,Total,10918
1282,15:15,Brooklyn,4936
1283,15:15,Bronx,2277
1284,15:15,Queens,2175
1285,15:15,Manhattan,415
1286,15:15,Staten Island,621
1287,15:15,Other,494
1288,15:19,Total,10954
1289,15:19,Brooklyn,5026
1290,15:19,Bronx,2214
1291,15:19,Queens,2172
1292,15:19,Manhattan,417
1293,15:19,Staten Island,657
1294,15:19,Other,468
1295,15:24,Total,11235
1296,15:24,Brooklyn,5011
1297,15:24,Bronx,2207
1298,15:24,Queens,2342
1299,15:24,Manhattan,418
1300,15:24,Staten Island,683
1301,15:24,Other,574
1302,15:30,Total,10840
1303,15:30,Brooklyn,4866
1304,15:30,Bronx,2081
1305,15:30,Queens,2384
1306,15:30,Manhattan,420
1307,15:30,Staten Island,589
1308,15:30,Other,500
1309,15:35,Total,10699
1310,15:35,Brooklyn,4854
1311,15:35,Bronx,1920
1312,15:35,Queens,2355
1313,15:35,Manhattan,429
1314,15:35,Staten Island,648
1315,15:35,Other,493
1316,15:39,Total,11140
1317,15:39,Brooklyn,4973
1318,15:39,Bronx,2131
1319,15:39,Queens,2420
1320,15:39,Manhattan,436
1321,15:39,Staten Island,652
1322,15:39,Other,528
1323,15:45,Total,11283
1324,15:45,Brooklyn,4957
1325,15:45,Bronx,2239
1326,15:45,Queens,2420
1327,15:45,Manhattan,384
1328,15:45,Staten Island,671
1329,15:45,Other,612
1330,15:49,Total,11337
1331,15:49,Brooklyn,5099
1332,15:49,Bronx,2367
1333,15:49,Queens,2325
1334,15:49,Manhattan,365
1335,15:49,Staten Island,626
1336,15:49,Other,555
1337,15:54,Total,10887
1338,15:54,Brooklyn,4920
1339,15:54,Bronx,2220
1340,15:54,Queens,2191
1341,15:54,Manhattan,352
1342,15:54,Staten Island,632
1343,15:54,Other,572
1344,16:0,Total,10872
1345,16:0,Brooklyn,5102
1346,16:0,Bronx,2179
1347,16:0,Queens,2205
1348,16:0,Manhattan,368
1349,16:0,Staten Island,529
1350,16:0,Other,489
1351,16:5,Total,11419
1352,16:5,Brooklyn,5163
1353,16:5,Bronx,2288
1354,16:5,Queens,2421
1355,16:5,Manhattan,438
1356,16:5,Staten Island,567
1357,16:5,Other,542
1358,16:10,Total,11519
1359,16:10,Brooklyn,5318
1360,16:10,Bronx,2308
1361,16:10,Queens,2368
1362,16:10,Manhattan,451
1363,16:10,Staten Island,573
1364,16:10,Other,501
1365,16:15,Total,11587
1366,16:15,Brooklyn,5368
1367,16:15,Bronx,2293
1368,16:15,Queens,2463
1369,16:15,Manhattan,435
1370,16:15,Staten Island,582
1371,16:15,Other,446
1372,16:19,Total,11431
1373,16:19,Brooklyn,5287
1374,16:19,Bronx,2355
1375,16:19,Queens,2398
1376,16:19,Manhattan,390
1377,16:19,Staten Island,519
1378,16:19,Other,482
1379,16:25,Total,11395
1380,16:25,Brooklyn,5159
1381,16:25,Bronx,2418
1382,16:25,Queens,2419
1383,16:25,Manhattan,426
1384,16:25,Staten Island,514
1385,16:25,Other,459
1386,16:30,Total,11261
1387,16:30,Brooklyn,5277
1388,16:30,Bronx,2275
1389,16:30,Queens,2348
1390,16:30,Manhattan,452
1391,16:30,Staten Island,479
1392,16:30,Other,430
1393,16:35,Total,11491
1394,16:35,Brooklyn,5244
1395,16:35,Bronx,2206
1396,16:35,Queens,2638
1397,16:35,Manhattan,467
1398,16:35,Staten Island,529
1399,16:35,Other,407
1400,16:40,Total,11882
1401,16:40,Brooklyn,5227
1402,16:40,Bronx,2314
1403,16:40,Queens,2750
1404,16:40,Manhattan,521
1405,16:40,Staten Island,631
1406,16:40,Other,439
1407,16:45,Total,11623
1408,16:45,Brooklyn,5105
1409,16:45,Bronx,2270
1410,16:45,Queens,2770
1411,16:45,Manhattan,460
1412,16:45,Staten Island,566
1413,16:45,Other,452
1414,16:50,Total,11308
1415,16:50,Brooklyn,5121
1416,16:50,Bronx,2289
1417,16:50,Queens,2552
1418,16:50,Manhattan,404
1419,16:50,Staten Island,546
1420,16:50,Other,396
1421,16:55,Total,11487
1422,16:55,Brooklyn,5123
1423,16:55,Bronx,2447
1424,16:55,Queens,2431
1425,16:55,Manhattan,411
1426,16:55,Staten Island,597
1427,16:55,Other,478
1428,16:59,Total,11438
1429,16:59,Brooklyn,5101
1430,16:59,Bronx,2235
1431,16:59,Queens,2530
1432,16:59,Manhattan,421
1433,16:59,Staten Island,660
1434,16:59,Other,491
1435,17:4,Total,11341
1436,17:4,Brooklyn,5075
1437,17:4,Bronx,2213
1438,17:4,Queens,2522
1439,17:4,Manhattan,383
1440,17:4,Staten Island,677
1441,17:4,Other,471
1442,17:9,Total,11543
1443,17:9,Brooklyn,5265
1444,17:9,Bronx,2177
1445,17:9,Queens,2572
1446,17:9,Manhattan,370
1447,17:9,Staten Island,637
1448,17:9,Other,522
1449,17:14,Total,12002
1450,17:14,Brooklyn,5426
1451,17:14,Bronx,2377
1452,17:14,Queens,2661
1453,17:14,Manhattan,372
1454,17:14,Staten Island,666
1455,17:14,Other,500
1456,17:19,Total,12158
1457,17:19,Brooklyn,5358
1458,17:19,Bronx,2345
1459,17:19,Queens,2812
1460,17:19,Manhattan,404
1461,17:19,Staten Island,736
1462,17:19,Other,503
1463,17:25,Total,11977
1464,17:25,Brooklyn,5329
1465,17:25,Bronx,2204
1466,17:25,Queens,2822
1467,17:25,Manhattan,419
1468,17:25,Staten Island,730
1469,17:25,Other,473
1470,17:30,Total,11717
1471,17:30,Brooklyn,5141
1472,17:30,Bronx,2185
1473,17:30,Queens,2800
1474,17:30,Manhattan,409
1475,17:30,Staten Island,683
1476,17:30,Other,499
1477,17:35,Total,11664
1478,17:35,Brooklyn,5134
1479,17:35,Bronx,2227
1480,17:35,Queens,2819
1481,17:35,Manhattan,403
1482,17:35,Staten Island,637
1483,17:35,Other,444
1484,17:39,Total,11636
1485,17:39,Brooklyn,4942
1486,17:39,Bronx,2266
1487,17:39,Queens,2817
1488,17:39,Manhattan,431
1489,17:39,Staten Island,694
1490,17:39,Other,486
1491,17:44,Total,10999
1492,17:44,Brooklyn,4832
1493,17:44,Bronx,2073
1494,17:44,Queens,2632
1495,17:44,Manhattan,415
1496,17:44,Staten Island,567
1497,17:44,Other,480
1498,17:50,Total,10680
1499,17:50,Brooklyn,4734
1500,17:50,Bronx,2138
1501,17:50,Queens,2431
1502,17:50,Manhattan,329
1503,17:50,Staten Island,550
1504,17:50,Other,498
1505,17:54,Total,10246
1506,17:54,Brooklyn,4426
1507,17:54,Bronx,2039
1508,17:54,Queens,2482
1509,17:54,Manhattan,304
1510,17:54,Staten Island,560
1511,17:54,Other,435
1512,18:0,Total,9819
1513,18:0,Brooklyn,4233
1514,18:0,Bronx,1890
1515,18:0,Queens,2464
1516,18:0,Manhattan,300
1517,18:0,Staten Island,507
1518,18:0,Other,425
1519,18:5,Total,9563
1520,18:5,Brooklyn,4027
1521,18:5,Bronx,1845
1522,18:5,Queens,2477
1523,18:5,Manhattan,302
1524,18:5,Staten Island,553
1525,18:5,Other,359
1526,18:9,Total,9297
1527,18:9,Brooklyn,3910
1528,18:9,Bronx,1853
1529,18:9,Queens,2362
1530,18:9,Manhattan,312
1531,18:9,Staten Island,509
1532,18:9,Other,351
1533,18:14,Total,9044
1534,18:14,Brooklyn,3779
1535,18:14,Bronx,1754
1536,18:14,Queens,2289
1537,18:14,Manhattan,343
1538,18:14,Staten Island,487
1539,18:14,Other,392
1540,18:19,Total,8916
1541,18:19,Brooklyn,3860
1542,18:19,Bronx,1594
1543,18:19,Queens,2216
1544,18:19,Manhattan,381
1545,18:19,Staten Island,469
1546,18:19,Other,396
1547,18:23,Total,8930
1548,18:23,Brooklyn,3717
1549,18:23,Bronx,1736
1550,18:23,Queens,2337
1551,18:23,Manhattan,327
1552,18:23,Staten Island,461
1553,18:23,Other,352
1554,18:30,Total,8603
1555,18:30,Brooklyn,3706
1556,18:30,Bronx,1552
1557,18:30,Queens,2226
1558,18:30,Manhattan,304
1559,18:30,Staten Island,434
1560,18:30,Other,381
1561,18:34,Total,8349
1562,18:34,Brooklyn,3599
1563,18:34,Bronx,1495
1564,18:34,Queens,2169
1565,18:34,Manhattan,299
1566,18:34,Staten Island,410
1567,18:34,Other,377
1568,18:40,Total,7841
1569,18:40,Brooklyn,3402
1570,18:40,Bronx,1502
1571,18:40,Queens,1972
1572,18:40,Manhattan,272
1573,18:40,Staten Island,374
1574,18:40,Other,319
1575,18:45,Total,7835
1576,18:45,Brooklyn,3483
1577,18:45,Bronx,1476
1578,18:45,Queens,1947
1579,18:45,Manhattan,265
1580,18:45,Staten Island,356
1581,18:45,Other,308
1582,18:50,Total,7725
1583,18:50,Brooklyn,3384
1584,18:50,Bronx,1380
1585,18:50,Queens,1930
1586,18:50,Manhattan,298
1587,18:50,Staten Island,395
1588,18:50,Other,338
1589,18:55,Total,7538
1590,18:55,Brooklyn,3299
1591,18:55,Bronx,1440
1592,18:55,Queens,1910
1593,18:55,Manhattan,237
1594,18:55,Staten Island,357
1595,18:55,Other,295
1596,18:59,Total,7122
1597,18:59,Brooklyn,3133
1598,18:59,Bronx,1383
1599,18:59,Queens,1788
1600,18:59,Manhattan,235
1601,18:59,Staten Island,339
1602,18:59,Other,244
1603,19:4,Total,6838
1604,19:4,Brooklyn,3069
1605,19:4,Bronx,1249
1606,19:4,Queens,1694
1607,19:4,Manhattan,230
1608,19:4,Staten Island,364
1609,19:4,Other,232
1610,19:10,Total,7081
1611,19:10,Brooklyn,3082
1612,19:10,Bronx,1394
1613,19:10,Queens,1729
1614,19:10,Manhattan,266
1615,19:10,Staten Island,401
1616,19:10,Other,209
1617,19:14,Total,6869
1618,19:14,Brooklyn,3043
1619,19:14,Bronx,1401
1620,19:14,Queens,1568
1621,19:14,Manhattan,239
1622,19:14,Staten Island,389
1623,19:14,Other,229
1624,19:20,Total,6554
1625,19:20,Brooklyn,2880
1626,19:20,Bronx,1354
1627,19:20,Queens,1492
1628,19:20,Manhattan,208
1629,19:20,Staten Island,383
1630,19:20,Other,237
1631,19:25,Total,6722
1632,19:25,Brooklyn,2911
1633,19:25,Bronx,1455
1634,19:25,Queens,1522
1635,19:25,Manhattan,215
1636,19:25,Staten Island,357
1637,19:25,Other,262
1638,19:30,Total,6289
1639,19:30,Brooklyn,2713
1640,19:30,Bronx,1299
1641,19:30,Queens,1500
1642,19:30,Manhattan,205
1643,19:30,Staten Island,343
1644,19:30,Other,229
1645,19:35,Total,6070
1646,19:35,Brooklyn,2643
1647,19:35,Bronx,1242
1648,19:35,Queens,1459
1649,19:35,Manhattan,198
1650,19:35,Staten Island,331
1651,19:35,Other,197
1652,19:39,Total,5774
1653,19:39,Brooklyn,2409
1654,19:39,Bronx,1210
1655,19:39,Queens,1494
1656,19:39,Manhattan,156
1657,19:39,Staten Island,308
1658,19:39,Other,197
1659,19:45,Total,5367
1660,19:45,Brooklyn,2226
1661,19:45,Bronx,1172
1662,19:45,Queens,1368
1663,19:45,Manhattan,153
1664,19:45,Staten Island,242
1665,19:45,Other,206
1666,19:48,Total,5197
1667,19:48,Brooklyn,2152
1668,19:48,Bronx,1136
1669,19:48,Queens,1294
1670,19:48,Manhattan,157
1671,19:48,Staten Island,260
1672,19:48,Other,198
1673,19:54,Total,5093
1674,19:54,Brooklyn,2084
1675,19:54,Bronx,1153
1676,19:54,Queens,1209
1677,19:54,Manhattan,185
1678,19:54,Staten Island,274
1679,19:54,Other,188
1680,20:0,Total,4951
1681,20:0,Brooklyn,2105
1682,20:0,Bronx,1205
1683,20:0,Queens,1104
1684,20:0,Manhattan,172
1685,20:0,Staten Island,222
1686,20:0,Other,143
1687,20:5,Total,4958
1688,20:5,Brooklyn,2078
1689,20:5,Bronx,1159
1690,20:5,Queens,1148
1691,20:5,Manhattan,170
1692,20:5,Staten Island,275
1693,20:5,Other,128
1694,20:10,Total,5002
1695,20:10,Brooklyn,2142
1696,20:10,Bronx,1202
1697,20:10,Queens,1132
1698,20:10,Manhattan,181
1699,20:10,Staten Island,224
1700,20:10,Other,121
1701,20:14,Total,4936
1702,20:14,Brooklyn,2192
1703,20:14,Bronx,1126
1704,20:14,Queens,1072
1705,20:14,Manhattan,165
1706,20:14,Staten Island,281
1707,20:14,Other,100
1708,20:19,Total,5062
1709,20:19,Brooklyn,2245
1710,20:19,Bronx,1052
1711,20:19,Queens,1165
1712,20:19,Manhattan,234
1713,20:19,Staten Island,258
1714,20:19,Other,108
1715,20:24,Total,4826
1716,20:24,Brooklyn,2182
1717,20:24,Bronx,975
1718,20:24,Queens,1141
1719,20:24,Manhattan,209
1720,20:24,Staten Island,209
1721,20:24,Other,110
1722,20:30,Total,4597
1723,20:30,Brooklyn,2073
1724,20:30,Bronx,914
1725,20:30,Queens,1126
1726,20:30,Manhattan,178
1727,20:30,Staten Island,198
1728,20:30,Other,108
1729,20:35,Total,4390
1730,20:35,Brooklyn,1980
1731,20:35,Bronx,793
1732,20:35,Queens,1074
1733,20:35,Manhattan,158
1734,20:35,Staten Island,278
1735,20:35,Other,107
1736,20:39,Total,4140
1737,20:39,Brooklyn,1756
1738,20:39,Bronx,798
1739,20:39,Queens,1057
1740,20:39,Manhattan,159
1741,20:39,Staten Island,248
1742,20:39,Other,122
1743,20:45,Total,3683
1744,20:45,Brooklyn,1532
1745,20:45,Bronx,720
1746,20:45,Queens,955
1747,20:45,Manhattan,153
1748,20:45,Staten Island,196
1749,20:45,Other,127
1750,20:50,Total,3431
1751,20:50,Brooklyn,1482
1752,20:50,Bronx,651
1753,20:50,Queens,870
1754,20:50,Manhattan,160
1755,20:50,Staten Island,155
1756,20:50,Other,113
1757,20:55,Total,3272
1758,20:55,Brooklyn,1365
1759,20:55,Bronx,720
1760,20:55,Queens,804
1761,20:55,Manhattan,138
1762,20:55,Staten Island,143
1763,20:55,Other,102
1764,20:59,Total,3146
1765,20:59,Brooklyn,1281
1766,20:59,Bronx,704
1767,20:59,Queens,802
1768,20:59,Manhattan,118
1769,20:59,Staten Island,144
1770,20:59,Other,97
1771,21:4,Total,2986
1772,21:4,Brooklyn,1220
1773,21:4,Bronx,608
1774,21:4,Queens,806
1775,21:4,Manhattan,85
1776,21:4,Staten Island,193
1777,21:4,Other,74
1778,21:10,Total,3007
1779,21:10,Brooklyn,1257
1780,21:10,Bronx,595
1781,21:10,Queens,829
1782,21:10,Manhattan,100
1783,21:10,Staten Island,156
1784,21:10,Other,70
1785,21:14,Total,3105
1786,21:14,Brooklyn,1301
1787,21:14,Bronx,628
1788,21:14,Queens,845
1789,21:14,Manhattan,111
1790,21:14,Staten Island,142
1791,21:14,Other,78
1792,21:19,Total,3123
1793,21:19,Brooklyn,1298
1794,21:19,Bronx,586
1795,21:19,Queens,931
1796,21:19,Manhattan,82
1797,21:19,Staten Island,145
1798,21:19,Other,81
1799,21:25,Total,2909
1800,21:25,Brooklyn,1275
1801,21:25,Bronx,575
1802,21:25,Queens,788
1803,21:25,Manhattan,76
1804,21:25,Staten Island,122
1805,21:25,Other,73
1806,21:29,Total,2803
1807,21:29,Brooklyn,1219
1808,21:29,Bronx,566
1809,21:29,Queens,756
1810,21:29,Manhattan,63
1811,21:29,Staten Island,123
1812,21:29,Other,76
1813,21:35,Total,2747
1814,21:35,Brooklyn,1151
1815,21:35,Bronx,586
1816,21:35,Queens,651
1817,21:35,Manhattan,62
1818,21:35,Staten Island,216
1819,21:35,Other,81
1820,21:39,Total,2584
1821,21:39,Brooklyn,1081
1822,21:39,Bronx,569
1823,21:39,Queens,631
1824,21:39,Manhattan,60
1825,21:39,Staten Island,175
1826,21:39,Other,68
1827,21:44,Total,2550
1828,21:44,Brooklyn,1035
1829,21:44,Bronx,516
1830,21:44,Queens,689
1831,21:44,Manhattan,59
1832,21:44,Staten Island,170
1833,21:44,Other,81
1834,21:50,Total,2455
1835,21:50,Brooklyn,1056
1836,21:50,Bronx,443
1837,21:50,Queens,656
1838,21:50,Manhattan,77
1839,21:50,Staten Island,147
1840,21:50,Other,76
1841,21:55,Total,2174
1842,21:55,Brooklyn,982
1843,21:55,Bronx,378
1844,21:55,Queens,554
1845,21:55,Manhattan,56
1846,21:55,Staten Island,142
1847,21:55,Other,62
1848,22:0,Total,2017
1849,22:0,Brooklyn,949
1850,22:0,Bronx,358
1851,22:0,Queens,465
1852,22:0,Manhattan,41
1853,22:0,Staten Island,135
1854,22:0,Other,69
1855,22:4,Total,2165
1856,22:4,Brooklyn,973
1857,22:4,Bronx,378
1858,22:4,Queens,532
1859,22:4,Manhattan,50
1860,22:4,Staten Island,169
1861,22:4,Other,63
1862,22:9,Total,2278
1863,22:9,Brooklyn,985
1864,22:9,Bronx,399
1865,22:9,Queens,618
1866,22:9,Manhattan,53
1867,22:9,Staten Island,154
1868,22:9,Other,69
1869,22:15,Total,2332
1870,22:15,Brooklyn,958
1871,22:15,Bronx,471
1872,22:15,Queens,678
1873,22:15,Manhattan,40
1874,22:15,Staten Island,123
1875,22:15,Other,62
1876,22:19,Total,2314
1877,22:19,Brooklyn,908
1878,22:19,Bronx,478
1879,22:19,Queens,686
1880,22:19,Manhattan,51
1881,22:19,Staten Island,127
1882,22:19,Other,64
1883,22:24,Total,2188
1884,22:24,Brooklyn,865
1885,22:24,Bronx,469
1886,22:24,Queens,621
1887,22:24,Manhattan,63
1888,22:24,Staten Island,110
1889,22:24,Other,60
1890,22:29,Total,2205
1891,22:29,Brooklyn,850
1892,22:29,Bronx,461
1893,22:29,Queens,611
1894,22:29,Manhattan,72
1895,22:29,Staten Island,152
1896,22:29,Other,59
1897,22:34,Total,2028
1898,22:34,Brooklyn,784
1899,22:34,Bronx,411
1900,22:34,Queens,541
1901,22:34,Manhattan,78
1902,22:34,Staten Island,162
1903,22:34,Other,52
1904,22:39,Total,1983
1905,22:39,Brooklyn,830
1906,22:39,Bronx,313
1907,22:39,Queens,556
1908,22:39,Manhattan,87
1909,22:39,Staten Island,148
1910,22:39,Other,49
1911,22:45,Total,1926
1912,22:45,Brooklyn,823
1913,22:45,Bronx,261
1914,22:45,Queens,528
1915,22:45,Manhattan,88
1916,22:45,Staten Island,163
1917,22:45,Other,63
1918,22:49,Total,1912
1919,22:49,Brooklyn,836
1920,22:49,Bronx,291
1921,22:49,Queens,502
1922,22:49,Manhattan,75
1923,22:49,Staten Island,137
1924,22:49,Other,71
1925,22:54,Total,1732
1926,22:54,Brooklyn,788
1927,22:54,Bronx,277
1928,22:54,Queens,417
1929,22:54,Manhattan,62
1930,22:54,Staten Island,129
1931,22:54,Other,59
1932,22:59,Total,1660
1933,22:59,Brooklyn,759
1934,22:59,Bronx,265
1935,22:59,Queens,385
1936,22:59,Manhattan,66
1937,22:59,Staten Island,118
1938,22:59,Other,67
1939,23:5,Total,1751
1940,23:5,Brooklyn,716
1941,23:5,Bronx,281
1942,23:5,Queens,435
1943,23:5,Manhattan,79
1944,23:5,Staten Island,164
1945,23:5,Other,76
1946,23:9,Total,1800
1947,23:9,Brooklyn,764
1948,23:9,Bronx,322
1949,23:9,Queens,388
1950,23:9,Manhattan,80
1951,23:9,Staten Island,165
1952,23:9,Other,81
1953,23:15,Total,1786
1954,23:15,Brooklyn,735
1955,23:15,Bronx,335
1956,23:15,Queens,391
1957,23:15,Manhattan,73
1958,23:15,Staten Island,172
1959,23:15,Other,80
1960,23:20,Total,1767
1961,23:20,Brooklyn,715
1962,23:20,Bronx,339
1963,23:20,Queens,417
1964,23:20,Manhattan,62
1965,23:20,Staten Island,150
1966,23:20,Other,84
1967,23:25,Total,1683
1968,23:25,Brooklyn,709
1969,23:25,Bronx,304
1970,23:25,Queens,388
1971,23:25,Manhattan,58
1972,23:25,Staten Island,124
1973,23:25,Other,100
1974,23:30,Total,1512
1975,23:30,Brooklyn,639
1976,23:30,Bronx,251
1977,23:30,Queens,328
1978,23:30,Manhattan,54
1979,23:30,Staten Island,142
1980,23:30,Other,98
1981,23:35,Total,1380
1982,23:35,Brooklyn,594
1983,23:35,Bronx,195
1984,23:35,Queens,287
1985,23:35,Manhattan,64
1986,23:35,Staten Island,130
1987,23:35,Other,110
1988,23:40,Total,1410
1989,23:40,Brooklyn,585
1990,23:40,Bronx,223
1991,23:40,Queens,284
1992,23:40,Manhattan,84
1993,23:40,Staten Island,103
1994,23:40,Other,131
1995,23:45,Total,1315
1996,23:45,Brooklyn,542
1997,23:45,Bronx,196
1998,23:45,Queens,282
1999,23:45,Manhattan,66
2000,23:45,Staten Island,89
2001,23:45,Other,140
2002,23:49,Total,1396
2003,23:49,Brooklyn,536
2004,23:49,Bronx,193
2005,23:49,Queens,385
2006,23:49,Manhattan,77
2007,23:49,Staten Island,84
2008,23:49,Other,121
2009,23:54,Total,1118
2010,23:54,Brooklyn,454
2011,23:54,Bronx,192
2012,23:54,Queens,289
2013,23:54,Manhattan,33
2014,23:54,Staten Island,54
2015,23:54,Other,96
