id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total
41,X28,45,1,0,0,0,1772,3486,2328,1800,1587,791,526,760,939,1791,2932,2770,2438,1891,2149,1012,382,205,109,29714
42,B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,SIM30,0,0,0,0,0,1432,2846,2680,1060,168,0,0,0,0,0,13,2158,3145,1681,667,20,0,0,0,15870
44,X38,0,0,0,0,0,0,1180,2804,1897,378,0,0,0,0,0,345,2296,3049,2344,496,0,0,0,0,14789
45,X27,71,7,0,0,0,854,1655,1499,1521,1823,2206,1525,1044,1698,2783,3400,1972,1960,1212,1115,830,614,480,722,28991
46,SIM15,0,0,0,0,1,1226,2579,2739,1862,1041,71,0,0,0,0,966,1870,2459,1711,466,36,0,0,0,17027
47,B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,B11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,B69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,SIM26,0,0,0,0,318,2639,2298,1109,771,430,0,0,0,0,965,1679,1515,1326,664,339,182,38,0,0,14273
51,SIM8X,0,0,0,0,0,0,420,348,184,9,0,0,0,0,0,0,546,459,416,145,14,0,0,0,2541
52,B70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,SIM25,0,0,0,0,404,2745,1840,1428,1012,237,2,0,0,0,0,584,1492,1448,1429,742,272,5,0,0,13640
54,SIM1,0,0,0,0,0,2772,7058,5845,4250,623,0,0,0,0,30,5672,8804,7349,5571,2703,51,0,0,0,50728
55,SIM9,0,0,0,0,0,676,1244,801,536,172,0,0,0,0,68,1039,959,602,458,238,43,0,0,0,6836
56,B43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SIM31,0,0,0,0,0,915,1315,1246,1238,474,0,0,0,0,0,249,1570,1162,1339,983,73,0,0,0,10564
58,SIM4C,771,70,1,0,1437,1221,4,0,87,1841,1222,1723,2752,2971,4915,6518,1498,912,677,2463,2177,1552,1335,2014,38161
59,SIM7,0,0,0,0,0,1275,2855,2008,960,166,0,0,0,0,564,2317,2274,1512,1421,1011,78,0,0,0,16441
60,SIM5,0,0,0,0,1,896,2290,1545,1633,632,2,0,0,0,0,1206,1812,1652,855,146,0,0,0,0,12670
61,SIM6,0,0,0,0,41,3461,6319,5367,2816,1148,42,0,0,0,1845,4692,5429,4326,3015,1617,539,9,0,0,40666
62,B63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,SIM11,0,0,0,0,63,2234,3922,2874,1677,809,57,0,0,0,0,1241,2414,2178,1429,468,2,0,0,0,19368
64,SIM34,0,0,0,0,171,1429,3692,2744,1955,986,4,0,0,0,4,2406,4949,3813,2433,795,0,0,0,0,25381
65,SIM3C,456,96,2,0,0,0,0,0,0,64,845,856,1394,2549,5076,5103,892,715,662,2970,2113,1302,1113,1583,27791
66,SIM33C,776,121,20,0,0,0,36,978,1407,2227,2395,2111,2669,3903,5479,6036,1687,1149,1060,1713,3368,2867,2059,1839,43900
67,Bx17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,SIM4X,0,0,0,0,0,0,359,375,94,0,0,0,0,0,0,0,595,484,204,3,0,0,0,0,2114
69,SIM33,0,0,0,0,0,1302,1897,1523,853,525,0,0,0,0,99,1412,1897,1531,1517,821,6,0,0,0,13383
70,Bx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Bx31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,SIM8,0,0,0,0,1648,4531,4177,3013,1862,1169,75,0,0,54,2806,5133,3821,2974,2930,1763,717,306,13,0,36992
73,Bx27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Bx11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Bx32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Bx33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Bx46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,B61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,B67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,B9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,987,760,75,0,0,0,0,0,0,1966
81,B68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,M20,39,1,0,0,0,0,0,15,148,125,177,181,297,394,529,523,695,460,368,393,246,95,121,84,4891
83,M7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,M5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,M98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,M4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,M96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,M11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,32,0,0,0,0,0,0,0,688
90,M9,0,0,0,0,0,0,1,252,1172,1894,1762,1896,631,724,807,718,892,953,632,385,217,204,136,13,13289
91,M21,0,0,0,0,0,0,0,0,0,0,0,19,37,51,71,49,23,51,43,5,0,0,0,0,349
92,M42,322,296,103,146,209,344,1645,2304,2066,1351,980,1009,631,1201,1586,1921,3320,2315,2006,1093,735,974,776,597,27930
93,M31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,M12,0,0,0,0,0,0,0,98,122,166,183,192,250,234,188,188,368,225,219,168,121,118,44,0,2884
95,M116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,M104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,B12,1066,611,739,448,1243,3005,6048,9045,10849,10279,8548,7540,9141,11249,14974,17264,17026,11939,10514,7761,6806,4012,3393,2555,176055
98,B26,723,741,489,381,1092,2106,2659,6092,6614,7445,7746,7332,9161,9969,12735,15032,16637,13720,11499,7376,4139,3391,1819,1759,150657
99,Q24,1079,1396,2699,3006,3900,4271,4830,6906,6094,4716,3929,4614,4785,5493,9218,10203,9377,7224,8460,5558,3520,2161,1289,1180,115908
100,B14,572,249,139,93,144,1016,1077,3512,4320,5197,5173,5514,5504,5500,5852,8214,7725,6889,4930,3379,2341,1791,1501,697,81329
101,B45,321,101,0,0,0,466,1016,1529,2138,2299,2575,2581,3726,4301,5457,7465,6424,5744,5059,3279,1366,943,792,620,58202
102,M10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,B13,955,281,8,0,90,1374,5628,6161,5036,4361,3644,4852,5635,6752,8783,13534,13660,10693,9558,7598,4181,1944,2096,1636,118460
104,Q55,400,145,158,199,563,2593,4099,6945,4650,2733,1997,2272,2282,3845,4681,6004,8808,8143,7771,4975,3144,2881,1467,1009,81764
105,Q58,2220,1428,1031,1217,2874,11787,24900,28183,24102,22333,18259,17273,19288,26683,31779,44027,49356,43643,41194,28357,16917,11178,11798,6893,486720
106,Q36,201,157,81,93,115,854,1929,1935,2219,1517,1069,866,1067,1684,2470,2685,3489,3207,3789,2751,832,478,508,616,34612
107,Q46,1918,341,185,148,127,1253,5224,7063,7526,5368,4408,4847,5183,7935,10649,14641,15188,10870,9772,6240,5747,4468,3560,2519,135180
108,B7,225,259,13,0,263,848,2904,3755,4956,4288,3201,2174,2098,2950,5054,9114,10053,9046,8526,6131,3392,1497,911,483,82141
109,M106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Bx26,0,0,0,0,0,272,4170,6215,6202,4516,3623,4367,5712,7748,11608,13729,13672,11514,9831,6481,3690,2706,2433,479,118968
111,B52,520,244,310,424,728,2352,5223,7550,9757,9954,8375,7915,9412,11455,13732,19012,19774,13486,12951,10807,7439,3843,1916,1217,178396
112,Bx16,699,113,0,0,0,2503,5771,7159,6273,5298,4998,4898,5592,7417,10275,11166,10653,9704,8010,5371,3645,2818,1993,1509,115865
113,Bx30,437,3,0,0,0,883,4797,8521,10254,8137,7550,8427,9088,11941,16854,21658,19325,15318,12148,7803,5073,3257,3074,1848,176396
114,M22,0,0,0,0,0,21,36,221,318,418,214,325,154,233,180,524,194,277,168,28,25,0,0,15,3351
115,B82,2527,2168,1079,854,1930,3200,4738,7912,11209,9976,9026,8736,12214,13130,15623,18241,18576,13740,13215,8829,6600,4742,3639,3017,194921
116,M50,38,5,0,0,5,15,55,166,238,173,221,161,188,305,177,605,366,556,492,286,208,152,121,179,4712
117,Q2,620,179,64,92,40,1341,1935,2486,1869,2141,1939,1674,2335,3675,3946,4915,3170,2998,3285,2394,1594,1580,1095,479,45846
118,Q32,339,2022,2351,2790,4502,1993,2169,3973,4286,4592,4569,5705,6376,9009,10968,12648,10799,8651,8778,5084,2525,1822,1192,580,117723
119,Q20A,1090,357,156,220,354,952,2352,3914,3939,3218,3510,3287,3978,5778,4351,6896,7104,5537,5425,4530,2545,2279,1618,1143,74533
120,B17,1176,203,152,148,315,2129,4047,6798,6469,4950,3851,3683,5633,6054,9146,11903,11500,11833,12328,7605,5072,2874,2517,825,121211
121,Q26,0,0,0,0,0,195,471,514,362,190,0,0,0,0,0,396,346,359,501,193,102,0,0,0,3629
122,Q48,337,132,15,0,27,481,794,569,549,434,282,608,457,653,695,698,704,928,952,877,643,466,774,469,12544
123,Q13,217,102,40,0,42,714,1662,3638,4236,4316,5106,4384,3951,5388,5540,7287,7497,5384,5770,3332,1753,1563,1138,457,73517
124,Q16,39,40,0,0,68,179,521,1394,1148,969,722,521,648,470,1006,1254,1439,1124,1161,1082,465,371,309,151,15081
125,Q20B,0,0,0,0,0,464,2283,3114,3320,2557,2492,3154,3054,3529,6480,6355,6389,4950,4456,2656,1655,945,1293,103,59249
126,Q15A,10,0,0,0,0,363,1308,1545,929,1051,275,226,171,658,497,567,1268,1273,672,498,213,332,216,62,12134
127,Q28,108,174,40,58,258,1460,2681,3994,3476,2468,2652,2333,3074,3224,4055,5626,6106,5220,4999,2463,1790,1108,1460,921,59748
128,Q76,0,0,0,0,0,328,2422,3793,2498,2358,1743,2350,1995,2538,4419,5485,6020,4799,4359,2638,1419,1063,670,115,51012
129,Q31,26,0,0,0,0,83,1105,2135,2926,2199,1640,1665,1669,1967,2657,4885,6042,5030,5608,2473,1721,937,785,353,45906
130,Q15,5,0,0,0,0,883,641,698,985,400,285,470,496,339,431,800,872,397,1197,587,772,467,98,80,10903
131,B15,6812,4140,3455,3562,5120,9865,15298,22663,21056,18608,17497,19400,24504,30958,37738,48074,43261,35926,32120,25563,18928,15145,13280,10164,483137
132,B65,276,81,0,0,100,282,591,1149,1212,1086,900,1211,1533,2196,3000,3312,3576,3772,3234,1907,1107,1303,928,701,33457
133,SIM2,0,0,0,0,119,1275,2246,1317,954,280,0,0,0,0,1663,2192,2473,2221,967,511,142,7,0,0,16367
134,B41,3371,2322,876,1031,3733,5391,9300,16280,19388,21993,22583,27962,34156,45349,53781,64420,57627,47743,41788,28528,17508,10213,7509,4552,547404
135,Bx34,309,27,0,0,0,1426,2441,3564,3228,2996,3038,3211,4067,4175,4883,6250,5253,3593,2501,1943,1220,930,991,713,56759
136,Bx20,0,0,0,0,0,0,4,393,608,164,0,0,0,0,0,319,1214,1080,979,508,43,0,0,0,5312
137,Bx13,623,70,0,0,3,1963,3074,6466,8504,7695,7448,8690,10615,13404,17528,19830,20835,18775,16086,12964,7222,4603,3904,1654,191956
138,M100,1728,316,0,0,205,1505,3997,8080,11553,11976,13539,17712,21541,27334,33060,35328,35230,23103,20377,16605,8909,4350,3058,1726,301232
139,Bx3,1603,268,0,0,0,1432,5447,8906,10780,8392,9345,9226,11719,15656,19572,22875,22632,18119,15804,11519,7897,5289,4097,3028,213606
140,Bx10,953,129,34,24,232,1711,5709,11679,10512,9436,8222,8225,9544,13459,17076,20544,21249,16329,13669,9443,5530,3312,2893,1834,191748
141,Bx7,703,124,0,0,26,1697,7046,11169,9959,9806,11161,13424,15336,18404,22080,26073,21015,17721,14895,10918,6456,3970,2426,1810,226219
142,B46,4428,1828,1677,1828,2872,4736,5564,7746,9140,10080,7994,8311,8638,10965,14466,14738,15982,10338,9712,6893,5516,4241,4530,5015,177238
143,Bx38,0,0,0,0,0,190,2169,5156,5469,5314,4786,4582,5109,7524,12043,12960,12923,10440,7992,5207,3871,2222,1196,31,109184
144,Bx28,1725,582,400,293,804,3267,4564,5886,5247,5000,5859,6364,8282,9896,13280,15082,14288,12132,9306,5903,3225,2520,3307,3878,141090
145,B24,271,68,0,0,0,1004,3504,3720,2581,1938,1122,1210,1640,2448,2315,3125,4977,4122,3358,2213,1013,664,999,647,42939
146,B54,488,267,231,254,550,1429,3862,6101,8200,5807,4990,6271,7182,9889,12119,15714,15971,13191,9929,5515,3065,1508,1570,1509,135612
147,Q54,1729,1297,1480,1262,2752,6543,10230,11293,9106,6776,5844,5698,7119,9570,14599,19430,20162,15433,12768,8634,5670,3518,3502,2679,187094
148,Bx29,184,5,0,0,191,800,932,1150,1395,1310,1111,1217,1264,1581,1899,2388,2775,2060,1403,1054,849,678,906,452,25604
149,B25,914,623,553,74,214,368,1182,2691,3742,5037,5833,6834,7861,9003,10105,13597,11540,8989,7413,4248,2483,1838,1133,832,107107
150,B83,686,50,0,0,37,1283,3609,4553,5842,5232,4989,5137,6195,8139,10546,9792,9864,6033,5408,3460,2989,2714,2333,1191,100082
151,Q56,1657,1111,351,817,1392,1362,2201,3761,3785,4187,4676,5138,5960,6636,8560,10576,7769,6789,5289,3613,2375,1250,1141,768,91164
152,B47,783,407,238,235,880,2757,7329,10484,11305,9590,8266,9925,11179,13828,15812,19960,20676,18260,14287,10712,6565,4146,2822,1997,202443
153,B20,1609,1033,316,0,5,1038,3115,6192,6205,4952,4330,4716,5753,7544,9251,11891,12444,10009,8494,6138,3843,3116,3130,2051,117175
154,B49,785,393,70,0,293,1132,2077,4342,4843,4535,3916,4106,5429,6382,8379,10808,9605,7495,5769,3787,3131,1708,984,832,90801
155,Q27,1199,519,208,197,787,3123,7297,9356,8822,8445,6870,6147,7967,8345,11954,15508,16022,13505,12989,9837,6343,7517,3974,1982,168913
156,B62,580,464,691,617,801,2669,5698,6474,7216,5887,4596,4421,5152,6606,8951,10914,10379,7966,7311,4362,2417,2140,2042,1307,109661
157,B38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,B42,303,199,80,103,385,1315,2037,2448,2356,1907,1721,1737,1839,2477,3153,3895,4650,3759,3824,2569,2089,1233,791,456,45326
159,B6,4770,1604,876,1955,4467,12191,25197,40310,42377,35400,25628,26231,32961,43476,54815,68430,67472,59294,54451,42204,30441,19530,15525,10185,719790
160,B3,1421,232,58,97,488,2042,5708,12591,12178,10454,9792,9543,11397,15114,20409,26900,25377,21616,18782,11446,7001,4826,3004,2201,232677
161,B36,691,267,263,146,386,1708,5785,12749,13839,10372,10042,9300,11670,14281,17395,19244,18297,12353,12042,8953,4801,2133,1711,1372,189800
162,B74,0,0,0,0,0,686,1824,2686,2527,1722,1410,1877,2007,2026,3329,4163,4220,3731,3690,2519,2226,1054,519,79,42295
163,M79-SBS,153,42,31,29,80,313,1196,4130,4088,3505,2610,3114,3983,4783,6715,8665,6712,5185,4773,2754,1719,1207,1002,629,67418
164,M102,51,123,338,249,366,287,596,1213,1504,2401,1834,992,1744,3070,3828,4349,3228,2137,1775,1641,1389,568,482,143,34308
165,M101,382,395,33,0,24,522,1924,2748,3254,3433,3198,4854,4030,6152,7545,9155,6520,4944,5256,3520,1694,983,1599,1067,73232
166,M103,42,0,0,0,0,141,438,616,1066,915,1434,1443,2277,2346,3051,2813,2375,1673,1187,725,337,235,290,219,23623
167,M23-SBS,158,20,49,44,40,155,1741,2622,3198,2774,2153,3167,4357,5259,6767,7226,6458,4493,3769,2531,1304,748,613,483,60129
168,M60-SBS,63,0,0,0,0,1,1069,988,643,811,927,1535,1609,1180,2138,2489,1860,1611,965,911,1010,991,600,656,22057
169,Bx12-SBS,0,0,0,0,0,1595,14077,23093,23449,23504,21577,23575,30561,39798,57502,60230,57792,48368,45535,31511,22769,12640,8257,931,546764
170,M34A-SBS,162,10,0,0,0,364,1132,1742,2542,2030,1665,1791,1785,1983,3565,4591,4939,3013,2833,1645,1047,1006,834,631,39310
171,M86-SBS,206,45,17,37,80,540,1957,4219,5058,3439,3438,3456,4513,5857,9124,11267,10616,7601,5511,4123,2418,2117,1664,1001,88304
172,B46-SBS,90,0,0,0,0,1410,6133,13858,15901,10829,8692,10671,11755,17076,26498,33260,37498,32889,29594,21300,14192,9402,4365,518,305931
173,B44-SBS,20,0,0,0,0,730,6894,16489,20549,14763,11815,10211,15634,18234,24508,31890,31908,27773,24216,20415,12402,7314,5000,1224,301989
174,M14D-SBS,1926,603,316,200,746,2442,8510,11984,13325,12655,11398,12512,16590,20965,28726,34473,31681,24014,19416,14134,9540,7211,6092,4140,293599
