id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total_avg
290,Q111,14.25,0.0,0.0,0.0,0.0,0.0,13.0,12.0,22.2857,0.0,13.0,8.39286,8.94872,14.6154,12.6129,14.5,12.75,9.84615,9.66667,24.2857,10.05,6.0,0.0,0.0,12.383
291,Q113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28571,3.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.28571
292,Q21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Q64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Q110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Q60,10.4545,8.38806,9.0991,9.36522,9.04587,5.57895,7.15385,8.0,8.05263,12.3158,11.0714,10.15,1.0,23.55,16.0,23.8,5.14286,6.82353,7.73913,4.46154,9.0,9.86364,5.0,9.26667,9.4126
296,Q35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Q69,3.58537,3.28571,0.0,0.0,0.0,2.875,4.22368,5.3871,6.93396,5.16,4.43316,4.1087,5.03846,5.85976,5.98246,6.80723,7.64444,5.58278,5.01987,3.45098,4.66667,4.68,5.67347,4.17308,5.33292
298,Q33,7.6129,8.71429,4.10526,1.0,8.93333,14.037,10.6571,12.3846,9.38235,6.82857,9.0,7.5,8.42683,10.8868,14.3519,15.6486,14.2297,13.2241,9.76229,9.09774,10.1091,5.73913,6.04651,5.45455,10.025
299,Q40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Q39,3.55056,2.66667,2.41935,3.1831,3.31034,5.28947,7.70769,6.912,6.58065,4.08333,5.2907,3.99048,5.64815,6.48696,6.45833,7.50442,5.24031,5.83824,4.7234,8.87302,9.32308,7.29762,7.68571,6.0625,5.83644
301,Q102,2.50769,1.66,1.0,1.86667,1.85714,1.7,3.37931,6.38298,4.97436,2.45714,3.05263,3.61111,4.0,5.13333,5.0,5.94118,5.87273,5.38272,6.48624,4.55294,5.5,3.94,7.30769,7.33333,4.65037
302,Q29,1.2,1.0,0.0,0.0,2.0,5.5,7.62857,7.88,6.31429,7.18919,7.54545,13.2609,8.0,16.4,11.9333,11.975,12.5826,10.3876,9.79412,7.09375,3.8,5.84615,5.13158,2.10526,8.72322
303,Q49,5.36364,2.66667,2.0,0.0,0.0,8.42105,12.75,10.9573,9.68504,12.1443,8.0566,9.61856,9.17778,10.5273,10.6832,9.17391,10.1757,11.1912,8.96364,9.55882,6.26316,6.84,10.027,13.4,9.62024
304,Q67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,4.96774,6.17857,5.83333,1.83333,2.38462,1.70588,1.625,0.0,3.98913
305,Q100,5.1,3.0,2.45455,2.82353,2.08333,3.13333,4.50725,5.73737,5.54237,4.3494,2.93798,3.38028,2.95349,3.59615,3.77632,3.55446,3.49167,4.03896,3.79592,5.66292,3.13158,5.56522,5.64706,5.0,3.94357
306,Q104,0.0,0.0,0.0,0.0,0.0,0.0,4.22951,3.73016,4.13889,5.30556,5.87097,6.06,10.0667,13.6533,9.48315,13.6667,19.3333,12.6522,0.0,9.11111,6.65,2.0,0.0,0.0,8.52566
307,Q11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Q18,4.41667,5.58065,2.07143,0.0,1.5,3.62264,7.43158,8.25,9.62069,6.92381,11.9891,10.1011,9.30233,10.2,10.7308,13.7215,13.6606,12.8087,10.2636,10.514,9.54198,6.67647,5.2381,5.26316,9.0027
309,Bx23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66667,6.79167,6.63636,7.17391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81944
310,Q50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38462,15.4615,12.7917,11.7778,10.7407,0.0,0.0,11.9658
311,Q103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42857,3.33333,3.13793,4.43103,5.69492,2.95652,3.64706,4.77778,3.4375,0.0,0.0,0.0,0.0,4.12132
312,Q72,2.69863,2.94595,0.0,0.0,3.71429,4.975,8.40298,8.64384,7.44828,9.57303,17.1932,17.9538,17.1474,20.3118,22.3119,20.7868,22.6239,21.2363,16.3636,14.3073,12.3399,8.49074,6.2623,4.95238,13.9221
313,Q9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,B100,2.25,0.0,0.0,0.0,0.0,2.0,3.76087,7.64894,9.22549,8.10465,5.6875,7.14865,4.77632,7.59,8.59756,7.92391,7.68932,8.71429,5.40299,6.28169,4.96667,2.30303,2.08333,0.0,6.89421
315,B103,8.97761,8.1358,2.9375,0.0,0.0,20.25,12.5667,12.5395,14.4269,11.144,10.8016,10.1019,12.4991,12.4139,15.0748,14.3281,15.0133,16.1618,16.9113,11.6448,14.1765,11.6183,12.7258,7.61702,12.9854
316,Q52-SBS,7.03738,3.71429,0.0,0.0,0.0,0.0,9.42222,16.8655,11.2882,10.8031,13.4205,16.3091,14.0051,17.7317,21.4473,18.824,22.8723,19.2455,16.1243,11.203,10.2995,8.27411,9.13889,4.94495,15.363
317,Q114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,4.71429,7.33333,8.44444,11.1053,3.66667,9.33333,26.5588,17.1481,17.6667,15.7059,0.0,0.0,0.0,15.6066
318,Q38,1.96429,0.0,0.0,0.0,0.0,0.0,1.75,5.14286,6.85714,4.92079,5.86667,6.31034,5.84328,7.27972,8.60428,7.33113,8.93023,6.80571,6.01796,6.0963,4.30303,3.96875,3.01695,2.22414,6.28871
319,Q53-SBS,9.62025,8.85802,5.86441,4.55952,5.64848,13.0583,22.7628,27.364,24.0584,15.3716,19.2189,17.6847,21.962,24.6683,22.6178,23.8238,22.7157,26.4694,20.9322,20.1013,14.9565,13.2384,12.414,14.8309,19.0502
320,Q70-SBS,3.62338,1.70492,3.10959,5.32911,5.04706,6.01099,6.04098,3.46286,3.75694,5.40237,5.80117,8.08081,8.52885,7.6626,7.30769,4.77778,4.96729,4.90678,4.80687,4.45622,7.39648,3.91489,4.56,3.98936,5.52868
321,Q101,4.22222,1.4,1.0,3.88889,1.0,2.66667,3.65217,3.76,2.75,0.0,8.64286,4.47059,4.10526,6.78571,7.7,5.11765,6.98765,5.45455,7.53333,5.36364,3.92,3.97297,4.47368,3.53571,5.16841
322,SIM1C,8.29793,5.67117,2.85393,2.30769,4.91667,9.06481,10.9283,7.04589,7.24138,6.71204,7.04558,6.02362,6.35156,6.56916,6.93701,7.75045,6.73456,7.54688,7.27736,7.39851,6.28393,6.87469,8.21587,9.21591,7.16656
323,SIM35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,SIM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,B39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96296,3.2069,3.13333,3.81818,3.51724,3.26531,3.14706,3.69767,4.1875,2.95238,4.67647,2.90909,2.2,3.0625,1.0,0.0,0.0,3.37473
326,B32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32955,2.2807,2.19149,1.95349,2.25,3.92188,3.92308,2.90566,2.40244,2.70476,1.7381,3.12195,2.53191,1.93151,2.39394,0.0,0.0,2.59284
327,S55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,S86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,S90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,QM35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,QM40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Bx99,1.0,12.9659,12.4647,11.7136,10.0136,5.63472,2.16071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.501
333,M99,0.0,7.56024,6.90456,6.64017,5.42489,2.51562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03587
334,B99,0.0,12.0469,9.24848,8.63205,8.4208,5.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80172
